subj_counter_global,PreNegRe,PreNegRT,PreNeuRe,PreNeuRT,PrePosRe,PrePosRT,PasNegRe,PasNegRT,PasNeuRe,PasNeuRT,PasPosRe,PasPosRT,OthNegRe,OthNegRT,OthNeuRe,OthNeuRT,OthPosRe,OthPosRT
325,1.6,4250.2,2.6,10691.4,4,4785.4,2.85714285714286,5302,2.75,3938.25,3.5,3987.75,1.33333333333333,4303.66666666667,3.16666666666667,4453.66666666667,4,4390.16666666667
328,2,10883,2.25,18764,3.28571428571429,5765,2,5016.6,2.8,5558.8,3.6,4656.6,2,4439.33333333333,3.33333333333333,2573.5,4.66666666666667,2370
329,2,11599,3,5870,2.66666666666667,13252.3333333333,1.75,11262.75,2.75,10047,4.66666666666667,7529.66666666667,2.2,7588.4,3.25,6911.25,3.16666666666667,5393.66666666667
334,2.4,6986.2,3,25575,3.16666666666667,5989.83333333333,3,7573.75,2.57142857142857,7103.28571428571,2,6002.25,2.16666666666667,4219.5,3,4528.75,2.4,6204.4
339,1.6,4598.8,3.2,3942.8,3.8,2891,2.75,3611,1.66666666666667,3913.66666666667,2.8,4216,1.66666666666667,3607,3.75,3782.5,4,2696.8
343,1,2315.83333333333,3.5,3008.5,4.71428571428571,2618.42857142857,2.5,9305,2.71428571428571,3187.42857142857,3.16666666666667,1864.83333333333,1,2791,1.66666666666667,2262.5,3.5,3676.5
344,1,3509.25,2,5300.5,3.33333333333333,3201.33333333333,2.5,10622.5,2.71428571428571,5461.85714285714,4,6072.5,3,3519.2,3,2741.25,3.33333333333333,2906.66666666667
351,1.75,6554,2.4,5209.2,3.66666666666667,7766,2.8,12388.4,3,7719.5,4,11292,2.5,10451.1666666667,3.33333333333333,8474.66666666667,4.33333333333333,9038
352,2.2,4575.6,3.33333333333333,2915,3.28571428571429,3554.14285714286,2.66666666666667,5050,3,4828.6,2.5,3324,1.75,5643.75,2.85714285714286,4086.57142857143,4.5,2685.75
353,1.83333333333333,6505.16666666667,2.75,6499.5,4.4,5009.8,2.5,5496.5,3.5,3948,3.14285714285714,4222.85714285714,1,3165,2.85714285714286,6049.57142857143,4,3944
354,1.66666666666667,11184.3333333333,3.875,17126.125,3.5,15973.25,3.375,6855,2,6312.5,2.8,6656.6,1.75,4241.75,4.2,5458,4.83333333333333,6245
361,1.4,3953.4,2.42857142857143,4568.28571428571,4,5406.66666666667,2.16666666666667,8456.33333333333,5,3623,3.14285714285714,6104.42857142857,1.25,5158.5,2.66666666666667,3800.66666666667,3.8,4034
369,2,4018.5,2.125,3606.75,3.4,3888,1.71428571428571,3752.57142857143,3.5,2662.5,3.25,3415.5,1.66666666666667,2932,3,2853,4.33333333333333,1977.33333333333
370,1,1692,2.66666666666667,2072.33333333333,3.83333333333333,2494.83333333333,1.4,1564.8,2.75,2422.5,3.66666666666667,1964.33333333333,1.25,2042,3.5,2029.25,4.66666666666667,2756.66666666667
376,2.2,4952,2.5,3606,4.16666666666667,4175,3.66666666666667,38344,3,8421.14285714286,2.6,4691.4,1.14285714285714,10867.2857142857,2,4356.75,3.25,3093.75
380,2.8,4398.6,3.5,3507,2.5,3262.75,3,6119,3.83333333333333,2834.16666666667,2.6,3296.8,1.5,4847.16666666667,3.42857142857143,3980.42857142857,4.5,3616
382,1.2,7196.2,2.71428571428571,4122,3.66666666666667,2916.66666666667,2,5826.66666666667,3,7437.66666666667,3.66666666666667,3727,1.42857142857143,3954,3,3750.2,4.33333333333333,3101
384,1.85714285714286,5506.14285714286,3.66666666666667,4266.33333333333,4.2,3383.4,1,3625,1.28571428571429,3621.57142857143,2.8,3583.2,2.6,4689.6,3.6,2464.4,3.4,3091
386,1.66666666666667,3142.83333333333,3.83333333333333,4017,4.33333333333333,3067.33333333333,3.5,5029.83333333333,4.5,3613,2.8,4146.8,1.66666666666667,3159.66666666667,3.6,3028,4.85714285714286,3394.71428571429
397,2.16666666666667,2237.33333333333,3,2642.2,4,2068.75,4.25,5472.5,3.6,4351,2.66666666666667,4491.83333333333,1.4,3491,3,5076.2,4.2,2592.6
402,1.42857142857143,5112.71428571429,4.33333333333333,3963.66666666667,3.6,7628.6,1.5,5984.5,3.4,3007.6,3.5,3190,1.5,4915.5,2.57142857142857,3967.28571428571,4.33333333333333,3419.5
405,2.75,5785.5,3.4,3811.8,4.66666666666667,2061.83333333333,2.25,2940.5,3.14285714285714,6075,2.75,3812,1.71428571428571,3061.14285714286,2.66666666666667,3272.66666666667,3.4,4150.6
408,2.4,8581.8,3.66666666666667,6075.16666666667,3.75,9108.75,1.75,9449.75,3.6,8361.2,3.5,10243.3333333333,1.16666666666667,5610.66666666667,1.75,5717.25,4,5677
411,1.33333333333333,4917.33333333333,2.14285714285714,2929.14285714286,3.6,2699.4,2,9452.5,2.5,3763.75,3,4441.6,1,2550.83333333333,2,2035.25,2.8,1894.4
413,2.8,11423.4,2.5,8850.33333333333,2.75,7119.75,2.83333333333333,11710.6666666667,2.66666666666667,5176.66666666667,2,10957.6666666667,2.25,4999.5,2.66666666666667,5107.83333333333,3.8,5381.2
432,2.5,4038.5,2.125,2800,3.4,2130.8,3.6,3648.8,2.8,2462,3,2469,1.25,2255.625,2,2774,3.8,2400.4
433,2,3243.4,2.71428571428571,3680.42857142857,4,2825.66666666667,2.4,3992.4,2,3936.5,3.25,3264.625,2.6,4169.8,2,4612.16666666667,3.5,3095
